Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
07/27/2026 17:34:46.540	WINWORD (0x61A8)	0x48DC	Microsoft Word	Word Print	4qjru	Medium	Prdev GetDefaultPrinter {"prName":""}	
07/27/2026 17:34:46.656	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{1}"}	
07/27/2026 17:34:46.656	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{2}"}	
07/27/2026 17:34:46.657	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{3}"}	
07/27/2026 17:34:46.657	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{4}"}	
07/27/2026 17:34:46.657	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{5}"}	
07/27/2026 17:34:46.657	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{6}"}	
07/27/2026 17:34:46.658	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{7}"}	
07/27/2026 17:34:46.658	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{8}"}	
07/27/2026 17:34:46.658	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Syzygy	912b2	Medium	Destroying namespace. {"Path":"O:{9}"}	
07/27/2026 17:34:46.665	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{10}"}	
07/27/2026 17:34:46.668	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{11}"}	
07/27/2026 17:34:46.669	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{12}"}	
07/27/2026 17:34:46.671	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{13}"}	
07/27/2026 17:34:46.672	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{14}"}	
07/27/2026 17:34:46.672	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Syzygy	912b2	Medium	Destroying namespace. {"Path":"O:{15}"}	
07/27/2026 17:34:46.682	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{16}"}	
07/27/2026 17:34:46.682	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{17}"}	
07/27/2026 17:34:46.683	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{18}"}	
07/27/2026 17:34:46.683	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{19}"}	
07/27/2026 17:34:46.683	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{20}"}	
07/27/2026 17:34:46.685	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{21}"}	
07/27/2026 17:34:46.685	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Disco	4vzbo	Medium	SHAM file does not exist, so we will not open it {"Path":"O:{22}"}	
07/27/2026 17:34:46.686	WINWORD (0x61A8)	0x5DD8	Microsoft Word	Syzygy	912b2	Medium	Destroying namespace. {"Path":"O:{23}"}	
07/27/2026 17:34:46.786	WINWORD (0x61A8)	0x48DC	Microsoft Word	Word Font	5b3p4	Medium	FShouldUpdateDefaultKerningLigatures: current kerning and ligature settings do not match old defaults {"hpsKern":2,"fStd":false,"fCntxt":false}	
07/27/2026 17:34:50.253	WINWORD (0x61A8)	0x4790	Microsoft Word	ODP Sandbox Activation	5d7xn	Monitorable	Task to create OsfControl for PreWarm WV2 {"PredictedDelayForPreWarmWV2":5}	
07/27/2026 17:34:50.767	WINWORD (0x61A8)	0x48DC	Microsoft Word	Word Fast Coauth	49y8c	Medium	Missing a Prague MarkerType for a xchar with sprmCFSpec {"xchar":1}	
07/27/2026 17:34:51.187	WINWORD (0x61A8)	0x2824	Microsoft Word	Document AutoCreate Locations	4i9yt	Medium	IsServiceValidForAutoCreate: Checking service properties {"ServiceName":"OneDrive - ??"}	
07/27/2026 17:34:51.187	WINWORD (0x61A8)	0x2824	Microsoft Word	Document AutoCreate Locations	4i9yt	Medium	IsServiceValidForAutoCreate: Checking service properties {"ServiceName":"OneDrive - ??"}	
07/27/2026 17:34:51.188	WINWORD (0x61A8)	0x2824	Microsoft Word	Document AutoCreate Locations	bve2p	Medium	Trying to get default document URL for service {"DocumentFolderUrl":"https://d.docs.live.net/9DAA831CEFE74789/??"}	
07/27/2026 17:34:51.191	WINWORD (0x61A8)	0x55B0	Microsoft Word	Document AutoCreate Locations	4i9yt	Medium	IsServiceValidForAutoCreate: Checking service properties {"ServiceName":"OneDrive - ??"}	
07/27/2026 17:34:51.191	WINWORD (0x61A8)	0x55B0	Microsoft Word	Document AutoCreate Locations	4i9yt	Medium	IsServiceValidForAutoCreate: Checking service properties {"ServiceName":"OneDrive - ??"}	
07/27/2026 17:34:51.191	WINWORD (0x61A8)	0x55B0	Microsoft Word	Document AutoCreate Locations	bve2p	Medium	Trying to get default document URL for service {"DocumentFolderUrl":"https://d.docs.live.net/9DAA831CEFE74789/??"}	
07/27/2026 17:34:52.678	WINWORD (0x61A8)	0x6EFC	Microsoft Word	Word Print	4qjsw	Medium	GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
07/27/2026 17:34:52.679	WINWORD (0x61A8)	0x48DC	Microsoft Word	Word Print	4qjsr	Medium	GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
07/27/2026 17:34:52.679	WINWORD (0x61A8)	0x48DC	Microsoft Word	Word Print	4qjsl	Medium	GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
07/27/2026 17:34:52.679	WINWORD (0x61A8)	0x48DC	Microsoft Word	Word Print	4qjrt	Medium	Prdev GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
07/27/2026 17:34:52.679	WINWORD (0x61A8)	0x48DC	Microsoft Word	Word Print	4qjru	Medium	Prdev GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
07/27/2026 17:34:52.830	WINWORD (0x61A8)	0x6EFC	Microsoft Word	Word Print	4qjru	Medium	Prdev GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
07/27/2026 17:34:52.830	WINWORD (0x61A8)	0x6EFC	Microsoft Word	Word Print	4qjru	Medium	Prdev GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
07/27/2026 17:34:52.926	WINWORD (0x61A8)	0x6EFC	Microsoft Word	Word Print	4qjr1	Medium	CreateDCPrinter {"prDriver":"null","prName":"Microsoft Print to PDF","Port":"null"}	
07/27/2026 17:34:53.205	WINWORD (0x61A8)	0x6EFC	Microsoft Word	Word Print	4qjru	Medium	Prdev GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
07/27/2026 17:34:53.219	WINWORD (0x61A8)	0x6EFC	Microsoft Word	Word Print	4qjru	Medium	Prdev GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
07/27/2026 17:34:53.221	WINWORD (0x61A8)	0x48DC	Microsoft Word	Word Print	4qjru	Medium	Prdev GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
07/27/2026 17:34:53.234	WINWORD (0x61A8)	0x48DC	Microsoft Word	Word Print	4qjru	Medium	Prdev GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
07/27/2026 17:34:54.386	WINWORD (0x61A8)	0x48DC	Microsoft Word	Word Print	4qjru	Medium	Prdev GetDefaultPrinter {"prName":"Microsoft Print to PDF"}	
